Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
Female,29,No,0,0,1,Offer E,Yes,13.04,No,Yes,Fiber Optic,46,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.95,69.95,0,0,13.04,82.99
Female,49,Yes,0,9,68,None,Yes,44.79,No,Yes,Cable,14,Yes,No,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,55.9,3848.8,0,20,3045.72,6914.52
Male,77,No,0,0,1,None,Yes,49.6,Yes,Yes,Fiber Optic,20,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,88.8,88.8,0,10,49.6,148.4
Female,50,No,0,0,1,None,No,,,Yes,DSL,18,No,No,No,No,No,No,No,Yes,One Year,No,Credit Card,25.85,25.85,0,0,0,25.85
Female,38,No,0,0,60,None,Yes,16.81,No,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.65,5941.05,0,0,1008.6,6949.65
Male,78,No,0,0,7,None,Yes,32.4,Yes,Yes,Fiber Optic,7,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,73.75,545.15,0,0,226.8,771.95
Female,48,Yes,1,1,23,Offer D,Yes,39.59,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,20.4,478.75,0,0,910.57,1389.32
Male,40,Yes,0,10,72,Offer A,Yes,48.44,Yes,Yes,Cable,15,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,82.3,5815.15,0,0,3487.68,9302.83
Male,38,Yes,2,1,3,Offer E,Yes,33.3,No,Yes,Fiber Optic,12,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,89.85,248.4,0,0,99.9,348.3
Male,30,No,0,0,5,None,Yes,46.88,Yes,Yes,Fiber Optic,59,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,357.75,0,0,234.4,592.15
Female,29,Yes,3,9,6,None,Yes,5.52,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.7,113.5,0,0,33.12,146.62
Female,45,Yes,1,7,13,None,Yes,5.58,No,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,19.75,246.7,0,0,72.54,319.24
Male,26,Yes,0,0,47,Offer B,Yes,43.2,No,No,,,,,,,,,,,One Year,No,Bank Withdrawal,19.9,942.95,0,0,2030.4,2973.35
Male,62,Yes,0,1,3,Offer E,No,,,Yes,DSL,4,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.8,94.4,0,0,0,94.4
Male,73,Yes,0,8,14,None,Yes,45.76,No,No,,,,,,,,,,,One Year,No,Credit Card,19.65,228.65,0,0,640.64,869.29
Female,62,Yes,2,10,23,None,Yes,33.02,Yes,Yes,DSL,12,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,77.15,1759.4,0,0,759.46,2518.86
Female,47,Yes,0,8,72,Offer A,Yes,43.29,Yes,Yes,DSL,16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,92,6474.4,0,110,3116.88,9701.28
Female,55,No,0,0,1,Offer E,Yes,34.48,No,Yes,Cable,9,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,43.95,43.95,0,0,34.48,78.43
Female,33,No,0,0,66,Offer A,Yes,43.14,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.1,6595,0,0,2847.24,9442.24
Male,37,Yes,3,3,53,Offer B,Yes,33.31,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,25.55,1336.1,37.37,0,1765.43,3064.16
Female,28,No,0,0,11,Offer D,Yes,10.06,Yes,Yes,Fiber Optic,48,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79,929.3,0,0,110.66,1039.96
Male,44,No,0,0,61,None,Yes,7.82,Yes,Yes,Fiber Optic,11,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,111.6,6876.05,0,0,477.02,7353.07
Male,54,No,2,0,2,None,Yes,14.88,Yes,Yes,DSL,12,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,60.95,134.6,0,0,29.76,164.36
Female,48,No,0,0,1,None,Yes,4.09,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.3,20.3,0,0,4.09,24.39
Male,64,No,0,0,1,Offer E,No,,,Yes,DSL,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.45,35.45,0,0,0,35.45
Male,34,Yes,0,1,67,Offer A,Yes,28.4,Yes,Yes,Cable,10,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,87.4,5918.8,0,0,1902.8,7821.6
Male,63,No,0,0,18,None,Yes,4.38,Yes,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.15,1387,0,0,78.84,1465.84
Male,42,Yes,0,1,18,None,Yes,34.17,Yes,Yes,Fiber Optic,16,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.75,1691.9,0,0,615.06,2306.96
Female,32,No,0,0,12,Offer D,Yes,42.55,No,Yes,Fiber Optic,18,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,78.1,947.3,0,0,510.6,1457.9
Female,73,Yes,0,5,27,Offer C,Yes,10.19,Yes,Yes,Fiber Optic,27,Yes,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.3,2867.75,0,0,275.13,3142.88
Female,60,Yes,1,5,61,Offer B,Yes,18.26,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Credit Card,100.7,6018.65,0,90,1113.86,7222.51
Female,25,Yes,0,1,65,None,Yes,27.69,Yes,Yes,Fiber Optic,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,107.65,7082.85,0,0,1799.85,8882.7
Female,23,No,0,0,41,Offer B,Yes,10.09,No,No,,,,,,,,,,,Two Year,No,Mailed Check,20,810.3,0,0,413.69,1223.99
Male,51,Yes,2,10,19,Offer D,Yes,9.47,Yes,Yes,DSL,13,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,50.1,910.45,0,120,179.93,1210.38
Female,42,No,0,0,2,Offer E,Yes,14.7,No,Yes,DSL,13,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,49.05,91.1,0,40,29.4,160.5
Male,73,Yes,0,3,2,None,Yes,4.19,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,86.85,156.35,0,40,8.38,204.73
Female,30,Yes,2,1,4,None,Yes,28.55,No,No,,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,19.95,82.9,0,0,114.2,197.1
Male,34,Yes,1,6,25,Offer C,Yes,37.97,No,Yes,DSL,22,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.3,1296.8,0,0,949.25,2246.05
Male,21,Yes,0,1,60,Offer B,Yes,33.25,No,Yes,Fiber Optic,52,No,Yes,Yes,No,Yes,No,Yes,Yes,One Year,No,Bank Withdrawal,90.95,5453.4,0,0,1995,7448.4
Female,32,Yes,0,0,8,Offer E,Yes,26.41,Yes,Yes,Fiber Optic,16,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.2,627.4,0,0,211.28,838.68
Male,75,Yes,0,3,72,Offer A,Yes,16.72,Yes,Yes,Cable,9,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,No,Credit Card,84.45,5899.85,0,0,1203.84,7103.69
Male,24,No,0,0,5,None,Yes,41.29,No,Yes,DSL,51,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.8,274.35,0,0,206.45,480.8
Male,24,No,0,0,10,None,Yes,13.16,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.25,202.5,0,0,131.6,334.1
Female,43,Yes,0,1,59,None,Yes,29.6,No,Yes,Fiber Optic,12,Yes,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,81.25,4639.45,0,0,1746.4,6385.85
Female,41,Yes,0,8,68,Offer A,Yes,17.12,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,25.8,1911.5,0,0,1164.16,3075.66
Male,19,Yes,2,7,54,Offer B,Yes,41.58,Yes,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,24.05,1230.9,0,0,2245.32,3476.22
Male,24,No,0,0,22,Offer D,Yes,23.03,No,No,,,,,,,,,,,One Year,No,Credit Card,20.3,467.15,0,0,506.66,973.81
Female,19,Yes,0,6,49,None,Yes,28.42,Yes,Yes,DSL,41,No,No,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,52.15,2583.75,0,50,1392.58,4026.33
Female,29,Yes,2,6,51,None,Yes,2.53,No,Yes,Fiber Optic,71,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.15,4018.55,0,0,129.03,4147.58
Female,50,Yes,2,4,19,Offer D,Yes,38.43,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,25.6,485.9,0,0,730.17,1216.07
Female,56,No,1,0,2,None,Yes,5.3,Yes,Yes,Fiber Optic,11,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,80.55,188.1,0,0,10.6,198.7
Female,56,Yes,0,9,14,None,Yes,19.03,No,No,,,,,,,,,,,One Year,No,Mailed Check,19.55,294.5,0,0,266.42,560.92
Male,70,Yes,0,1,57,None,No,,,Yes,Cable,3,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.85,2572.95,12.07,0,0,2560.88
Male,25,Yes,3,1,72,None,Yes,20.79,Yes,Yes,Fiber Optic,59,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,97.75,6991.6,0,0,1496.88,8488.48
Female,49,No,0,0,63,None,Yes,23.62,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,No,Credit Card,98,6218.45,0,0,1488.06,7706.51
Female,58,No,0,0,4,None,Yes,1.1,Yes,Yes,Cable,19,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,64.4,253,0,0,4.4,257.4
Male,32,Yes,0,2,17,Offer D,Yes,45.35,No,Yes,DSL,11,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Credit Card,64.8,1175.6,0,0,770.95,1946.55
Male,61,No,0,0,6,None,Yes,11.97,No,Yes,Fiber Optic,27,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.35,489.45,0,0,71.82,561.27
Male,21,No,0,0,56,None,Yes,25.41,Yes,Yes,Fiber Optic,51,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.45,5124.6,0,0,1422.96,6547.56
Female,52,Yes,0,1,13,None,Yes,17.83,No,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,88.35,1222.8,0,0,231.79,1454.59
Female,59,Yes,0,1,6,Offer E,Yes,6.94,No,Yes,DSL,28,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.15,270.8,0,0,41.64,312.44
Male,40,Yes,0,8,71,Offer A,Yes,26.56,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,93.25,6669.45,0,90,1885.76,8645.21
Male,23,Yes,0,3,10,Offer D,Yes,39.35,No,No,,,,,,,,,,,One Year,No,Bank Withdrawal,19.6,189.45,0,0,393.5,582.95
Female,71,Yes,0,1,72,Offer A,Yes,20.48,Yes,Yes,DSL,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,88.05,6425.65,0,0,1474.56,7900.21
Female,23,Yes,0,10,69,None,Yes,45.12,Yes,No,,,,,,,,,,,Two Year,Yes,Credit Card,24.95,1718.35,0,0,3113.28,4831.63
Male,33,No,0,0,1,Offer E,Yes,16.81,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.1,20.1,0,0,16.81,36.91
Male,57,Yes,1,3,47,None,Yes,38.25,No,Yes,Fiber Optic,20,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.05,4137.2,0,0,1797.75,5934.95
Male,28,Yes,0,9,60,Offer B,Yes,31.29,No,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,20.5,1198.8,0,0,1877.4,3076.2
Male,58,No,1,0,2,None,Yes,21.18,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.25,48.35,0,0,42.36,90.71
Female,57,No,0,0,2,None,Yes,48.34,Yes,Yes,Fiber Optic,28,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96,174.8,0,0,96.68,271.48
Male,37,No,0,0,53,Offer B,No,,,Yes,DSL,24,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,46.3,2546.85,0,0,0,2546.85
Male,61,Yes,3,10,34,Offer C,Yes,20.05,Yes,Yes,Fiber Optic,57,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,90.05,3097,0,0,681.7,3778.7
Male,35,Yes,0,4,60,Offer B,Yes,43.57,No,Yes,DSL,30,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,65.85,3928.3,0,0,2614.2,6542.5
Female,75,No,0,0,55,None,Yes,29.6,Yes,Yes,Fiber Optic,3,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,-2,5409.75,0,0,1628,7037.75
Male,25,Yes,2,5,53,None,Yes,24.33,No,Yes,Fiber Optic,52,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.55,4779.45,0,0,1289.49,6068.94
Male,39,No,0,0,5,None,Yes,45.25,No,Yes,DSL,22,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,70,347.4,0,10,226.25,583.65
Male,56,No,0,0,57,Offer B,No,,,Yes,DSL,30,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,53.75,3196,0,0,0,3196
Male,47,Yes,0,1,1,None,Yes,14.9,No,Yes,DSL,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.85,45.85,0,0,14.9,60.75
Female,57,No,0,0,61,Offer B,Yes,4.51,Yes,Yes,Cable,24,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,86.45,5175.3,0,0,275.11,5450.41
Male,71,Yes,1,9,38,None,Yes,28.3,Yes,Yes,Fiber Optic,27,No,Yes,No,No,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,101.15,3741.85,0,0,1075.4,4817.25
Female,30,No,0,0,60,None,Yes,22.88,No,Yes,Fiber Optic,48,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.95,6236.75,0,0,1372.8,7609.55
Female,37,Yes,0,5,50,Offer B,Yes,26.95,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,20.15,930.9,0,0,1347.5,2278.4
Female,51,Yes,3,1,9,None,Yes,23.36,Yes,Yes,DSL,22,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.3,501.2,0,0,210.24,711.44
Female,22,Yes,2,5,71,None,Yes,22.36,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.7,1415.85,0,0,1587.56,3003.41
Female,61,Yes,0,1,46,None,Yes,37.02,No,Yes,DSL,6,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,64.2,3009.5,0,0,1702.92,4712.42
Male,24,Yes,3,8,35,None,Yes,48.3,Yes,Yes,Fiber Optic,73,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.95,3782.4,31.9,0,1690.5,5441
Female,43,No,0,0,1,None,Yes,40.4,No,Yes,Cable,13,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,71.35,71.35,0,0,40.4,111.75
Female,34,No,0,0,23,Offer D,Yes,10.41,No,No,,,,,,,,,,,One Year,Yes,Credit Card,19.65,478.1,0,0,239.43,717.53
Female,45,No,0,0,1,Offer E,Yes,20.23,Yes,Yes,Fiber Optic,17,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,100.25,100.25,0,0,20.23,120.48
Male,79,Yes,0,5,21,None,Yes,42.95,No,Yes,DSL,30,Yes,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,-3,1339.8,0,0,901.95,2241.75
Male,40,Yes,1,2,16,None,Yes,31.99,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.75,313.4,0,0,511.84,825.24
Male,19,Yes,0,10,70,None,No,,,Yes,DSL,41,No,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,51.05,3635.15,0,120,0,3755.15
Male,44,No,0,0,66,None,Yes,30.96,No,Yes,Fiber Optic,11,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.65,6844.5,0,0,2043.36,8887.86
Female,20,No,0,0,1,Offer E,Yes,17.23,No,Yes,Fiber Optic,52,No,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,91.7,91.7,0,0,17.23,108.93
Male,49,No,5,0,14,None,Yes,40.66,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.95,268.4,0,0,569.24,837.64
Female,42,Yes,1,7,46,None,Yes,27.65,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,20.25,890.35,0,0,1271.9,2162.25
Male,42,No,0,0,49,None,Yes,18.97,Yes,Yes,Fiber Optic,3,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.6,5069.65,0,0,929.53,5999.18
Female,57,Yes,1,5,3,Offer E,Yes,23.72,No,Yes,Fiber Optic,17,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.7,239.45,0,0,71.16,310.61
Male,63,Yes,1,10,34,None,Yes,5.65,No,Yes,Fiber Optic,26,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,84.05,2909.95,0,0,192.1,3102.05
Male,26,Yes,0,4,68,Offer A,Yes,14.79,Yes,Yes,Fiber Optic,47,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110,7611.85,0,0,1005.72,8617.57
Female,59,Yes,0,1,50,None,Yes,35.33,Yes,Yes,Fiber Optic,17,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.4,4116.15,0,0,1766.5,5882.65
Male,19,No,0,0,3,None,Yes,1.57,No,No,,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,20.25,61.45,0,0,4.71,66.16
Female,23,No,0,0,25,Offer C,Yes,9.57,Yes,Yes,Fiber Optic,59,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,84.6,2088.05,0,0,239.25,2327.3
Female,67,No,0,0,19,None,Yes,7.95,No,Yes,Fiber Optic,12,Yes,Yes,No,Yes,Yes,Yes,No,No,One Year,Yes,Mailed Check,105,2007.25,0,20,151.05,2178.3
Male,47,No,0,0,65,Offer B,Yes,27.75,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,-3,6631.85,0,0,1803.75,8435.6
Female,47,Yes,0,1,3,None,Yes,38.09,Yes,Yes,Fiber Optic,30,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,264.85,0,0,114.27,379.12
Female,39,Yes,0,1,67,None,Yes,35.03,Yes,Yes,Fiber Optic,23,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.25,7511.65,0,0,2347.01,9858.66
Female,51,No,0,0,8,None,Yes,18.82,Yes,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.25,576.7,0,0,150.56,727.26
Male,38,Yes,0,8,67,None,Yes,28.06,Yes,Yes,DSL,15,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,70.9,4677.1,0,0,1880.02,6557.12
Male,47,No,0,0,26,Offer C,Yes,3.26,No,Yes,DSL,6,No,No,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,59.45,1507,0,0,84.76,1591.76
Male,74,Yes,0,1,57,None,Yes,49.91,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,5427.05,12.59,0,2844.87,8259.33
Male,64,No,0,0,39,Offer C,Yes,36.17,Yes,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.25,3017.65,0,0,1410.63,4428.28
Male,28,Yes,1,1,47,Offer B,Yes,39.25,Yes,Yes,DSL,26,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,54.25,2538.2,0,0,1844.75,4382.95
Male,26,No,0,0,20,None,Yes,23.22,Yes,Yes,Fiber Optic,59,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,98.55,2031.95,0,0,464.4,2496.35
Male,35,Yes,0,1,17,None,Yes,13.68,No,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.4,1214.05,0,0,232.56,1446.61
Male,62,No,0,0,52,None,Yes,28.3,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,21,1107.2,0,0,1471.6,2578.8
Male,22,Yes,2,3,10,None,Yes,36.37,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,25.35,253.5,0,0,363.7,617.2
Female,19,Yes,0,0,61,None,Yes,10.21,No,Yes,Fiber Optic,69,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,93.7,5860.7,0,0,622.81,6483.51
Female,66,No,0,0,8,Offer E,Yes,5.21,No,Yes,Fiber Optic,8,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,94.45,742.95,0,0,41.68,784.63
Female,70,Yes,0,1,72,None,Yes,24.44,Yes,Yes,DSL,13,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,89.1,6352.4,0,0,1759.68,8112.08
Male,45,No,0,0,24,None,Yes,2.33,No,Yes,DSL,2,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,51.1,1269.6,0,0,55.92,1325.52
Male,77,No,0,0,4,None,Yes,30.11,No,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.35,261.65,0,0,120.44,382.09
Male,36,No,0,0,26,None,Yes,14.3,Yes,Yes,Fiber Optic,20,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,83.95,2254.2,0,0,371.8,2626
Female,59,Yes,0,10,66,None,Yes,37.38,Yes,Yes,Fiber Optic,8,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,89,5898.6,0,0,2467.08,8365.68
Female,52,Yes,3,1,65,None,Yes,10.11,Yes,Yes,Cable,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,91.55,5963.95,0,0,657.15,6621.1
Female,40,No,0,0,34,Offer C,Yes,5.32,No,Yes,DSL,23,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,79.95,2727.3,0,0,180.88,2908.18
Female,41,Yes,0,10,45,None,Yes,26.01,No,Yes,Cable,29,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,81,3533.6,0,0,1170.45,4704.05
Female,43,Yes,2,4,71,Offer A,Yes,15.73,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,99,7061.65,0,0,1116.83,8178.48
Male,36,No,0,0,18,None,Yes,12.5,Yes,Yes,DSL,5,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,82,1425.45,0,0,225,1650.45
Male,21,No,0,0,2,None,Yes,23.52,No,Yes,DSL,48,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,-8,132.4,0,0,47.04,179.44
Male,51,Yes,0,1,8,None,Yes,47.91,No,Yes,Fiber Optic,23,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.5,609.9,0,0,383.28,993.18
Female,43,Yes,1,1,3,None,No,,,Yes,DSL,19,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,31,95.05,0,20,0,115.05
Female,60,Yes,0,10,12,Offer D,Yes,40.34,No,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,20.05,264.55,0,0,484.08,748.63
Female,35,No,0,0,16,Offer D,Yes,20.65,No,No,,,,,,,,,,,One Year,No,Credit Card,20.1,296.15,0,0,330.4,626.55
Female,77,No,0,0,72,Offer A,Yes,14.12,Yes,Yes,Fiber Optic,23,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.1,7746.7,44.81,0,1016.64,8718.53
Female,27,No,0,0,1,Offer E,Yes,23,No,Yes,Fiber Optic,59,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.25,70.25,0,0,23,93.25
Male,27,No,0,0,1,None,Yes,42.15,No,No,,,,,,,,,,,Month-to-Month,No,Mailed Check,20.2,20.2,0,0,42.15,62.35
Male,77,Yes,0,0,10,Offer D,Yes,6.01,Yes,Yes,Fiber Optic,27,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,85.55,851.75,0,0,60.1,911.85
Female,38,No,0,0,62,Offer B,No,,,Yes,Cable,30,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,43.6,2748.7,0,0,0,2748.7
Male,28,No,0,0,4,Offer E,Yes,42.06,Yes,Yes,Fiber Optic,58,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,78.45,330.05,0,0,168.24,498.29
Male,34,No,0,0,53,Offer B,Yes,39.37,Yes,No,,,,,,,,,,,One Year,No,Bank Withdrawal,24.05,1301.9,0,0,2086.61,3388.51
